cve_id,status,repo_url,issues,commits_sha,commits_sha_begin,std_version,edition,备注
CVE-2021-30455,进行中,https://github.com/andrewhickman/id-map,https://github.com/andrewhickman/id-map/issues/3,,,,,
CVE-2021-30457,进行中,https://github.com/andrewhickman/id-map,https://github.com/andrewhickman/id-map/issues/3,,,,,
CVE-2021-30456,进行中,https://github.com/andrewhickman/id-map,https://github.com/andrewhickman/id-map/issues/3,,,,,
CVE-2021-31996,进行中,https://github.com/AbrarNitk/algorithmica,https://github.com/AbrarNitk/algorithmica/issues/1,,,1.50.0,,无修复版本
CVE-2020-36432,进行中,https://github.com/dvshapkin/alg-ds,https://gitlab.com/dvshapkin/alg-ds/-/issues/1,,,,,
CVE-2020-36434,非rust,https://github.com/FillZpp/sys-info-rs,https://github.com/FillZpp/sys-info-rs/issues/63,,,,,
CVE-2020-36435,完成,https://github.com/RusPiRo/ruspiro-singleton,https://github.com/RusPiRo/ruspiro-singleton/issues/10,b0d2bd20eb40b9cbc2958b981ba2dcd9e6f9396e,,,,
CVE-2020-36436,完成,https://github.com/udoprog/unicycle,https://github.com/udoprog/unicycle/issues/8,7ca9199793ab5529332dd8b2a04aca257c17f7c0,,,,issue 中有PoC (Rudra)
CVE-2020-36437,完成,https://github.com/longshorej/conqueue,https://github.com/longshorej/conqueue/issues/9,1e462c32e7933821ddb26dc49fd4ffa5aeca97b8,,,,issue 中有PoC (Rudra)
CVE-2020-36438,完成,https://github.com/KizzyCode/tiny_future-rust,https://github.com/KizzyCode/tiny_future/issues/1,c7919199a0f6d1ce0e3c33499d1b37f862c990e4,,,,issue 中有PoC (Rudra)
CVE-2020-36439,完成,https://github.com/kvark/ticketed_lock,https://github.com/kvark/ticketed_lock/issues/7,a986a9335d591fa5c826157d1674d47aa525357f,,,,issue 中有PoC (Rudra)
CVE-2020-36440,完成,https://github.com/mvertescher/libsbc-rs,https://github.com/mvertescher/libsbc-rs/issues/4,a34d6e1,,,,issue 中有PoC (Rudra)
CVE-2020-36441,完成,https://github.com/SonicFrog/abox,https://github.com/SonicFrog/abox/issues/1,34c2b9e,,,,issue 中有PoC (Rudra)
CVE-2020-36442,完成,https://github.com/maciejhirsz/beef,https://github.com/maciejhirsz/beef/issues/37,84ee8a3804afcde1020eae3104095dbfeadb22fc,,,,issue 中有PoC (Rudra)
CVE-2020-36443,完成,https://github.com/libp2p/rust-libp2p,https://github.com/libp2p/rust-libp2p/issues/1932,5ba266a853bc8232993c84fe736cb87241f95060,,,,issue 中有PoC (Rudra)
CVE-2020-36444,完成,https://github.com/google/rust-async-coap,https://github.com/google/rust-async-coap/issues/33,ef4aa05cdd3b81ae9f8a42acd211e95530b1ab7c,,,,issue 中有PoC (Rudra)
CVE-2020-36445,完成,https://github.com/krl/convec,https://github.com/krl/convec/issues/2,88b86e290c7913a42c69bb6fcfc9e7eb585f4dae,,,,issue 中有PoC (Rudra)
CVE-2020-36446,完成,https://github.com/kitsuneninetails/signal-rust,https://github.com/kitsuneninetails/signal-rust/issues/2,5ded23d4b13bbcdb1bae4267379afffa326a1ef5,,,,issue 中有PoC (Rudra)
CVE-2020-36452,进行中,https://github.com/L117/array-tools,https://github.com/L117/array-tools/issues/2,,,,,仓库404
CVE-2020-36464,完成,https://github.com/japaric/heapless,https://github.com/japaric/heapless/issues/181,4ac126e54c7e90dd075f7c44a5347a3c7f4efec8,,,2018,issue 中有PoC
CVE-2020-36465,完成,https://github.com/fizyk20/generic-array,https://github.com/fizyk20/generic-array/issues/98,100b0f6b15fdd2a9ba19c5ab7ea63a19022d1cd2,,1.41.0,,commit 有测试代码
